20	7	2.645751311
40	34	5.830951895
60	29	5.385164807
80	41	6.403124237
100	61	7.810249676
120	42	6.480740698
140	55	7.416198487
160	68	8.246211251
180	87	9.327379053
200	79	8.888194417
220	72	8.485281374
240	56	7.483314774
260	51	7.141428429
280	40	6.32455532
300	34	5.830951895
320	23	4.795831523
340	19	4.358898944
